,loan_amnt,int_rate,annual_inc,loan_status,open_acc,open_il_12m,Charged_Off
1868855,2800,6.99,99000.0,Fully Paid,30.0,,0
1598702,5000,14.08,105000.0,Fully Paid,17.0,2.0,0
430204,17250,9.43,53000.0,Current,12.0,1.0,0
1651670,35000,30.49,130000.0,Current,14.0,2.0,0
1361095,2500,16.99,41000.0,Current,4.0,0.0,0
2239658,10000,15.05,71432.0,Current,13.0,1.0,0
186087,40000,7.84,225000.0,Current,17.0,1.0,0
2254916,40000,14.08,145000.0,Current,21.0,1.0,0
1746519,30000,18.85,70000.0,Fully Paid,13.0,,0
549925,30000,18.99,125000.0,Fully Paid,7.0,0.0,0
1159504,18625,13.99,65000.0,Fully Paid,10.0,,0
1710440,18000,19.2,55680.0,Fully Paid,15.0,,0
1434935,25000,15.99,175000.0,Charged Off,22.0,4.0,0
1993235,15000,6.03,72000.0,Fully Paid,10.0,,0
1984346,22525,13.35,60000.0,Charged Off,14.0,,0
1042197,3500,14.65,45000.0,Fully Paid,12.0,,0
844935,17625,18.99,42000.0,Current,5.0,1.0,0
427497,11000,12.61,23000.0,Current,7.0,0.0,0
1972640,3875,14.49,101000.0,Fully Paid,6.0,,0
204496,10000,14.47,87000.0,Current,6.0,2.0,0
270247,7000,12.13,45000.0,Current,5.0,1.0,0
1834836,9000,14.33,65000.0,Fully Paid,8.0,,0
114157,11000,10.08,96000.0,Current,26.0,0.0,0
640154,8000,11.99,55000.0,Fully Paid,19.0,2.0,0
935171,16000,7.91,55000.0,Late (31-120 days),18.0,0.0,0
913007,26750,9.49,660000.0,Current,20.0,3.0,0
634005,10000,13.67,40000.0,Current,5.0,1.0,0
1603256,15000,9.44,68000.0,Current,18.0,0.0,0
1524345,9175,12.62,45000.0,Late (31-120 days),14.0,0.0,0
1641758,12000,17.99,60000.0,Current,11.0,1.0,0
908770,35000,21.49,96000.0,Current,44.0,1.0,0
2090878,9350,15.61,50307.0,Fully Paid,14.0,,0
1921531,20000,15.61,93000.0,Current,10.0,,0
16311,14500,20.89,84000.0,In Grace Period,7.0,1.0,0
2194170,15000,12.62,50005.0,Current,11.0,1.0,0
1368690,24000,26.24,57600.0,Current,19.0,1.0,0
1275272,5000,6.92,29000.0,Fully Paid,10.0,,0
956504,10000,11.99,28000.0,Charged Off,10.0,,0
1208169,20000,8.18,93000.0,Fully Paid,19.0,,0
1564353,35000,9.93,125000.0,Current,28.0,1.0,0
61001,40000,10.08,600000.0,Fully Paid,17.0,0.0,0
566788,6000,13.99,55000.0,Fully Paid,7.0,0.0,0
1940371,35000,16.99,128500.0,Fully Paid,13.0,,0
1792052,8000,12.12,64000.0,Fully Paid,19.0,,0
1144250,20000,13.33,65000.0,Charged Off,12.0,,0
1542357,6000,9.93,30000.0,Current,6.0,0.0,0
1033857,14000,5.32,80000.0,Fully Paid,7.0,,0
1396137,11550,11.39,75000.0,Current,10.0,1.0,0
1628079,16000,9.44,100000.0,Current,19.0,1.0,0
286058,10000,10.07,64000.0,Current,5.0,0.0,0
1081153,9000,5.32,39000.0,Fully Paid,9.0,,0
1601268,14400,15.05,36000.0,Current,10.0,0.0,0
450637,25000,12.62,95000.0,Current,7.0,3.0,0
198580,6000,7.21,35000.0,Current,5.0,0.0,0
1224894,11575,16.55,42000.0,Fully Paid,10.0,,0
297237,6000,8.08,89000.0,Current,9.0,1.0,0
1597110,10000,19.03,40000.0,Current,6.0,0.0,0
2103624,20000,18.25,62000.0,Fully Paid,5.0,,0
2235266,30000,10.42,75000.0,Fully Paid,9.0,0.0,0
911751,16000,21.49,95000.0,Fully Paid,8.0,0.0,0
281569,30000,16.46,140000.0,Current,5.0,2.0,0
2191685,10000,18.06,28000.0,Charged Off,20.0,0.0,0
146036,10000,11.06,76000.0,Current,10.0,0.0,0
723875,30000,11.99,96000.0,Current,7.0,0.0,0
1695979,14250,11.99,65000.0,Charged Off,11.0,,0
1484973,10000,13.59,68000.0,Late (31-120 days),10.0,1.0,0
112940,9600,10.47,60000.0,Current,11.0,0.0,0
940910,15000,8.38,105000.0,Fully Paid,11.0,1.0,0
1052280,21000,9.99,100000.0,Current,12.0,,0
2014787,12375,16.29,46000.0,Fully Paid,11.0,,0
2144870,2000,15.05,60000.0,Charged Off,18.0,0.0,0
2232460,1000,24.85,65000.0,Fully Paid,4.0,0.0,0
587127,15000,16.99,43000.0,Current,14.0,1.0,0
1498430,7200,15.05,60000.0,Fully Paid,11.0,0.0,0
1098021,1800,13.99,52000.0,Fully Paid,19.0,,0
1562696,10000,15.05,32000.0,Current,9.0,0.0,0
1771795,15000,20.49,65000.0,Fully Paid,14.0,,0
1530315,25000,12.62,99000.0,Late (16-30 days),15.0,0.0,0
788005,7500,10.75,30760.0,Fully Paid,11.0,0.0,0
2238075,9000,10.42,120000.0,Fully Paid,13.0,1.0,0
2127273,15000,13.61,75000.0,Fully Paid,15.0,,0
771394,24000,11.99,125000.0,Current,9.0,0.0,0
8355,16800,16.91,400000.0,Current,17.0,2.0,0
865206,35000,11.44,84000.0,Current,14.0,0.0,0
1648333,20000,15.99,117000.0,Current,7.0,1.0,0
320849,25000,9.92,50000.0,Current,11.0,0.0,0
696277,25000,10.75,72000.0,Fully Paid,12.0,2.0,0
1809066,15000,16.29,38400.0,Fully Paid,10.0,,0
368940,21000,7.96,84000.0,Current,10.0,0.0,0
517174,5000,8.99,170210.0,Current,24.0,0.0,0
2165218,10000,12.62,185000.0,Fully Paid,7.0,0.0,0
843521,32675,28.69,124500.0,Current,13.0,2.0,0
272469,40000,10.07,150000.0,Current,11.0,0.0,0
1359437,5000,5.32,90000.0,Current,7.0,0.0,0
1262845,2000,10.99,53000.0,Fully Paid,7.0,,0
2221725,5000,15.05,89000.0,Current,11.0,1.0,0
2036162,27000,19.99,96600.0,Fully Paid,14.0,,0
864293,5000,13.49,40000.0,Late (31-120 days),21.0,3.0,0
437734,25000,11.99,110000.0,Current,7.0,0.0,0
564841,5000,10.49,62000.0,Charged Off,12.0,0.0,0
1421912,15000,11.39,75000.0,Fully Paid,7.0,0.0,0
99279,5000,10.08,50000.0,Current,5.0,0.0,0
233607,20000,10.08,72000.0,Current,17.0,1.0,0
1644474,40000,12.74,58000.0,Current,14.0,0.0,0
1381844,18000,18.99,80000.0,Charged Off,11.0,1.0,0
173887,25000,16.14,28000.0,Current,5.0,0.0,0
1173346,1600,16.99,38525.0,Fully Paid,7.0,,0
1341978,12000,8.67,70000.0,Fully Paid,19.0,,0
2149839,16000,16.02,57000.0,Charged Off,14.0,1.0,0
518706,35000,6.99,136000.0,Current,12.0,0.0,0
1543756,32000,15.05,150000.0,Current,20.0,0.0,0
583936,10400,11.49,82500.0,Fully Paid,17.0,2.0,0
283590,18000,6.83,87650.0,Current,20.0,2.0,0
1938871,28775,25.89,80000.0,Fully Paid,4.0,,0
2193639,20000,9.44,140000.0,Fully Paid,10.0,0.0,0
490615,5000,14.08,50960.0,Current,6.0,0.0,0
82204,5200,7.84,112000.0,Current,11.0,0.0,0
1573526,9000,7.35,69500.0,Current,16.0,1.0,0
482076,26875,13.59,80000.0,Fully Paid,11.0,1.0,0
285529,4000,18.45,35568.0,Current,9.0,1.0,0
1727791,19500,15.22,61500.0,Fully Paid,5.0,,0
608561,8000,8.39,30000.0,Fully Paid,10.0,0.0,0
1061250,10800,15.61,50000.0,Fully Paid,25.0,,0
373123,35000,9.92,118500.0,Current,17.0,2.0,0
1554099,6000,11.99,36000.0,Current,7.0,0.0,0
1082617,11525,18.55,40000.0,Current,6.0,,0
1468013,20000,11.99,68000.0,Current,6.0,1.0,0
468599,10000,6.08,80000.0,Current,10.0,0.0,0
336715,10000,9.43,56000.0,Current,14.0,0.0,0
797122,10000,10.78,48000.0,Fully Paid,8.0,0.0,0
1965944,20000,8.39,97500.0,Fully Paid,10.0,,0
13911,1000,30.84,19380.0,Current,3.0,0.0,0
113418,40000,11.06,102000.0,Current,17.0,0.0,0
1243749,11975,16.99,24000.0,Fully Paid,6.0,,0
388796,14000,9.92,65000.0,Current,13.0,0.0,0
368492,20000,11.98,185000.0,Current,15.0,1.0,0
505363,35000,15.59,156192.0,Current,24.0,1.0,0
1580558,5000,18.06,53422.0,Charged Off,13.0,3.0,0
883733,8000,28.69,54000.0,Current,11.0,0.0,0
1937649,10000,11.67,41000.0,Fully Paid,7.0,,0
842492,8000,13.49,40000.0,Fully Paid,10.0,0.0,0
1788529,20000,16.29,45000.0,Fully Paid,14.0,,0
1657994,6025,11.49,60000.0,Fully Paid,11.0,1.0,0
2011999,11000,12.49,68000.0,Fully Paid,22.0,,0
420464,12000,7.96,72000.0,Fully Paid,10.0,0.0,0
479314,10000,21.45,36000.0,Late (31-120 days),10.0,0.0,0
1543314,3000,20.0,146200.0,Current,21.0,1.0,0
1404256,8875,7.99,75000.0,Current,9.0,1.0,0
835007,4000,13.49,74000.0,Charged Off,10.0,3.0,0
305490,7200,14.03,86000.0,Fully Paid,23.0,3.0,0
260206,15000,8.08,65000.0,Current,7.0,0.0,0
687424,22000,6.97,145000.0,Current,15.0,0.0,0
1962895,5000,6.49,60000.0,Fully Paid,7.0,,0
1072208,9000,11.53,85000.0,Fully Paid,4.0,,0
796444,17000,6.99,95000.0,Fully Paid,4.0,0.0,0
1252382,4200,12.29,30000.0,Fully Paid,17.0,,0
1356448,9600,15.99,24000.0,Current,7.0,0.0,0
2043216,18000,16.59,60000.0,Charged Off,7.0,,0
1720199,16000,10.99,97000.0,Fully Paid,16.0,,0
1976685,21275,10.99,97000.0,Fully Paid,9.0,,0
111472,21000,6.11,300000.0,Current,4.0,1.0,0
157608,18000,14.47,130000.0,Current,13.0,0.0,0
1182207,25000,14.65,62000.0,Current,8.0,,0
2056913,35000,24.08,90000.0,Current,14.0,,0
778044,12000,11.47,75000.0,Fully Paid,16.0,2.0,0
887137,25000,19.99,208500.0,Fully Paid,22.0,1.0,0
661894,29325,9.75,120000.0,Charged Off,4.0,0.0,0
1415329,21000,29.49,90000.0,Current,23.0,0.0,0
244743,24000,19.92,85000.0,Current,11.0,0.0,0
980363,20000,7.89,140000.0,Charged Off,20.0,,0
440146,10000,15.05,50000.0,Current,21.0,2.0,0
1967940,12500,10.99,60000.0,Fully Paid,11.0,,0
1989495,17500,16.99,40000.0,Charged Off,10.0,,0
1553143,4000,7.97,98000.0,Current,10.0,2.0,0
793557,9600,7.49,70000.0,Charged Off,7.0,0.0,0
1973560,14375,18.99,40000.0,Fully Paid,7.0,,0
62922,3000,16.91,22000.0,Current,12.0,0.0,0
894141,24000,13.49,55000.0,Fully Paid,11.0,0.0,0
818700,10000,20.5,35040.0,Current,7.0,1.0,0
2190760,35000,9.93,111528.0,Current,15.0,0.0,0
706228,24000,6.49,225000.0,Fully Paid,12.0,0.0,0
437834,20000,9.44,115000.0,Current,12.0,2.0,0
303147,15950,14.03,91000.0,Current,9.0,1.0,0
1896980,11200,8.39,110000.0,Fully Paid,11.0,,0
2241765,12000,9.44,60000.0,Charged Off,4.0,0.0,0
1178975,15000,10.99,42000.0,Fully Paid,10.0,,0
337910,4800,15.04,180000.0,Current,16.0,3.0,0
1349767,12000,8.67,72000.0,Fully Paid,18.0,,0
1844593,4000,13.11,75000.0,Fully Paid,10.0,,0
1485511,4800,19.03,88000.0,Current,12.0,5.0,0
1990807,10150,18.99,30000.0,Fully Paid,14.0,,0
1176345,14425,25.78,35000.0,Charged Off,7.0,,0
1067267,6000,9.17,53000.0,Fully Paid,6.0,,0
1215497,1000,13.99,40000.0,Charged Off,11.0,,0
2127198,2000,11.49,55308.0,Charged Off,8.0,,0
2101786,2000,12.42,25056.0,Fully Paid,12.0,,0
164136,5000,13.56,33000.0,Current,4.0,0.0,0
2130837,10000,14.96,45000.0,Fully Paid,2.0,,0
563264,30375,13.49,108000.0,Fully Paid,8.0,0.0,0
1922801,12325,15.61,100000.0,Current,31.0,,0
960639,13450,18.2,42000.0,Fully Paid,8.0,,0
867550,30000,18.99,72000.0,Charged Off,11.0,6.0,0
2184603,10000,19.03,52000.0,Current,8.0,0.0,0
1685702,10000,13.98,88000.0,Fully Paid,13.0,,0
1779940,18000,15.31,90000.0,Charged Off,11.0,,0
1120866,10000,6.89,32000.0,Fully Paid,13.0,,0
1689115,35000,18.55,120000.0,Fully Paid,9.0,,0
1967585,10000,7.69,82500.0,Fully Paid,16.0,,0
1458743,7500,19.03,40000.0,Late (31-120 days),11.0,1.0,0
1695983,15875,15.1,36000.0,Fully Paid,7.0,,0
2156403,8000,5.32,131000.0,Current,20.0,0.0,0
69666,4775,10.72,27500.0,Current,4.0,1.0,0
766338,12000,18.25,30000.0,Fully Paid,11.0,0.0,0
1263213,10850,21.67,30333.0,Fully Paid,11.0,,0
2251168,3000,7.21,92200.0,Current,23.0,1.0,0
1405758,16800,18.99,101000.0,Fully Paid,7.0,1.0,0
1309941,13000,10.49,75000.0,Fully Paid,7.0,,0
444934,12000,16.02,70000.0,Late (31-120 days),4.0,3.0,0
316962,24000,11.05,75000.0,Current,6.0,3.0,0
388292,3000,5.31,75000.0,Current,19.0,1.0,0
2104086,8875,10.65,24000.0,Fully Paid,7.0,,0
1155746,22000,12.29,60000.0,Fully Paid,13.0,,0
194835,5000,8.46,200000.0,Fully Paid,34.0,3.0,0
320323,15000,6.83,45000.0,Current,13.0,0.0,0
1153410,35000,22.99,100000.0,Charged Off,14.0,,0
1377918,10000,15.99,39000.0,Fully Paid,4.0,1.0,0
1855489,14000,9.76,83233.0,Fully Paid,7.0,,0
803705,20000,9.8,75718.0,In Grace Period,19.0,1.0,0
2180963,7200,16.02,81000.0,Current,7.0,0.0,0
419098,5000,7.34,65000.0,Current,10.0,1.0,0
1542143,2400,5.32,75000.0,Fully Paid,20.0,0.0,0
251132,14000,6.19,62000.0,Current,15.0,1.0,0
928628,3000,13.49,56000.0,Current,12.0,1.0,0
1502199,6400,9.93,49900.0,Current,4.0,0.0,0
1150464,4800,14.65,29000.0,Fully Paid,13.0,,0
1474950,5000,12.62,70592.0,Current,26.0,1.0,0
11561,10000,13.56,60000.0,Current,17.0,0.0,0
1584096,24000,16.02,78000.0,Current,25.0,0.0,0
1397928,4000,10.49,51450.0,Fully Paid,9.0,1.0,0
1433831,18000,12.74,67000.0,Current,12.0,0.0,0
457082,10000,12.62,111144.0,Current,39.0,0.0,0
821140,12000,12.88,52000.0,Fully Paid,10.0,0.0,0
2168775,20000,6.08,105000.0,Fully Paid,9.0,1.0,0
1535305,15000,7.35,50000.0,Current,4.0,1.0,0
885673,5500,12.74,55000.0,Fully Paid,10.0,0.0,0
1810176,31300,20.49,70000.0,Fully Paid,7.0,,0
1540185,17775,15.05,97000.0,Fully Paid,16.0,1.0,0
1838697,35000,20.49,95000.0,Fully Paid,21.0,,0
1735632,30000,16.78,82600.0,Fully Paid,23.0,,0
113300,9500,7.84,136000.0,Current,8.0,0.0,0
95552,11500,13.56,32000.0,Current,10.0,0.0,0
1557047,3400,23.88,10000.0,Current,4.0,0.0,0
948776,30000,12.59,63000.0,Current,8.0,0.0,0
850419,10000,11.49,88000.0,Fully Paid,9.0,2.0,0
901083,16000,8.24,96000.0,Fully Paid,10.0,0.0,0
812473,35000,12.88,113000.0,Fully Paid,16.0,0.0,0
152941,23000,7.21,200000.0,Current,14.0,0.0,0
1963788,5000,10.15,75000.0,Fully Paid,14.0,,0
442617,16000,11.99,150000.0,Current,13.0,2.0,0
1648648,14000,13.49,33500.0,Current,14.0,3.0,0
1189252,12500,9.17,43000.0,Fully Paid,8.0,,0
636970,2500,10.75,9000.0,Fully Paid,4.0,0.0,0
472971,15000,9.93,53654.88,Current,24.0,0.0,0
512318,12000,24.99,75000.0,Fully Paid,9.0,1.0,0
1206219,10000,10.99,42000.0,Charged Off,20.0,,0
2170568,30000,7.97,160000.0,Current,7.0,0.0,0
2179774,3000,6.72,160000.0,Fully Paid,8.0,1.0,0
206088,3500,15.02,85000.0,Current,9.0,0.0,0
898453,34625,17.99,140000.0,Fully Paid,8.0,2.0,0
1557787,12000,14.08,96000.0,Current,9.0,0.0,0
1742028,15000,7.62,52000.0,Fully Paid,8.0,,0
1366835,5500,6.99,38000.0,Fully Paid,12.0,0.0,0
271081,10000,15.49,35000.0,Current,12.0,1.0,0
245863,12000,17.47,60000.0,Current,13.0,2.0,0
1253091,24000,5.93,90000.0,Fully Paid,14.0,,0
774916,15000,7.39,80000.0,Fully Paid,24.0,0.0,0
1614642,10000,7.21,135000.0,Current,26.0,0.0,0
1274407,20000,6.68,85000.0,Fully Paid,6.0,,0
1328222,19000,13.66,55000.0,Fully Paid,9.0,,0
2023179,16725,12.99,40000.0,Fully Paid,5.0,,0
1968833,23225,20.2,53000.0,Current,16.0,,0
762046,5000,11.47,103000.0,Fully Paid,14.0,0.0,0
335771,1400,11.98,65000.0,Current,12.0,0.0,0
1427818,12000,10.49,75000.0,Current,11.0,0.0,0
795500,16800,9.8,60000.0,Fully Paid,12.0,1.0,0
1413193,7000,12.74,35000.0,Fully Paid,13.0,0.0,0
1943723,9450,14.99,21000.0,Fully Paid,9.0,,0
2089009,15350,13.98,65000.0,Fully Paid,10.0,,0
670947,5300,11.47,45000.0,Current,6.0,0.0,0
1696101,12000,16.2,42000.0,Charged Off,9.0,,0
425542,35000,19.42,80000.0,Current,10.0,4.0,0
1093480,6000,13.33,52000.0,Fully Paid,8.0,,0
382918,16000,10.41,65000.0,Current,10.0,1.0,0
2145335,25050,15.05,64497.0,Current,10.0,1.0,0
151545,12000,15.02,50000.0,Fully Paid,5.0,1.0,0
507408,5500,8.59,39996.0,Current,4.0,0.0,0
923657,19200,13.99,59000.0,Current,7.0,1.0,0
2137926,7500,12.72,82000.0,Fully Paid,11.0,,0
519509,12000,21.49,58000.0,Fully Paid,15.0,0.0,0
1558097,5000,10.42,38000.0,Fully Paid,7.0,0.0,0
460123,25000,25.82,75000.0,Current,21.0,2.0,0
2038329,20000,12.99,60000.0,Fully Paid,8.0,,0
1546282,6100,7.97,94035.0,Current,27.0,0.0,0
903196,20000,17.99,60000.0,Fully Paid,6.0,1.0,0
455541,27000,10.42,125000.0,Current,11.0,0.0,0
1119727,10000,16.55,90000.0,Fully Paid,9.0,,0
371806,32000,9.43,100000.0,Fully Paid,15.0,0.0,0
508362,35000,21.49,80000.0,Fully Paid,7.0,0.0,0
1435487,10000,6.99,40000.0,Current,9.0,0.0,0
924527,14850,14.49,101361.0,Fully Paid,14.0,0.0,0
1670912,7200,23.99,57500.0,Charged Off,12.0,1.0,0
1008234,21600,8.18,67000.0,Fully Paid,9.0,,0
1045479,15000,7.89,40000.0,Fully Paid,6.0,,0
1779696,8000,8.9,85000.0,Fully Paid,15.0,,0
356818,14000,9.92,72000.0,Current,4.0,0.0,0
1014318,35000,6.89,330000.0,Fully Paid,5.0,,0
157272,10000,6.11,38000.0,Current,7.0,0.0,0
206540,25000,18.94,93000.0,Current,21.0,3.0,0
2000263,15950,19.52,40000.0,Charged Off,10.0,,0
2176472,2500,10.91,40683.0,Current,4.0,0.0,0
868875,30000,18.99,100000.0,Charged Off,7.0,0.0,0
1460258,21000,16.02,84150.0,Current,12.0,1.0,0
1399094,20000,8.24,78529.0,Current,17.0,1.0,0
1108503,10000,14.65,76000.0,Fully Paid,11.0,,0
1453055,9000,9.44,30000.0,Late (31-120 days),6.0,0.0,0
2061673,12175,12.99,48000.0,Fully Paid,11.0,,0
1157399,8775,18.55,65000.0,Fully Paid,10.0,,0
1215486,21000,15.61,140000.0,In Grace Period,15.0,,0
1187111,7200,9.99,30000.0,Charged Off,11.0,,0
1979430,9525,24.99,40000.0,Fully Paid,7.0,,0
122581,13000,8.46,25000.0,Current,6.0,0.0,0
80528,35000,16.14,60000.0,Current,28.0,2.0,0
925943,4600,8.99,60000.0,Current,20.0,1.0,0
175107,18000,17.97,59500.0,Current,8.0,3.0,0
1385534,15000,10.49,80000.0,Current,7.0,0.0,0
884720,14550,11.44,42000.0,Fully Paid,10.0,0.0,0
1845129,6625,6.62,34560.0,Fully Paid,10.0,,0
1711584,4000,21.0,95000.0,Fully Paid,7.0,,0
643534,12000,16.29,40000.0,Current,9.0,2.0,0
892789,7200,14.99,63000.0,Fully Paid,16.0,0.0,0
822576,5600,9.17,71000.0,Fully Paid,12.0,0.0,0
1388155,10000,18.99,40000.0,Fully Paid,8.0,0.0,0
1476190,5000,9.93,40000.0,Current,5.0,0.0,0
2117375,8000,13.06,117000.0,Fully Paid,11.0,,0
53997,6000,6.46,60000.0,Current,8.0,1.0,0
42442,9000,6.46,130000.0,Current,5.0,0.0,0
711949,10000,5.32,78000.0,Charged Off,10.0,0.0,0
572212,24000,10.99,105000.0,Current,14.0,0.0,0
2039331,4800,10.99,30000.0,Fully Paid,11.0,,0
1638124,3000,16.99,25015.0,Fully Paid,9.0,2.0,0
125544,3000,27.27,75000.0,Current,17.0,1.0,0
1746668,7550,7.62,55000.0,Fully Paid,6.0,,0
1933152,10000,8.39,65000.0,Fully Paid,13.0,,0
1370297,3700,11.44,50000.0,Fully Paid,11.0,2.0,0
2209867,25000,10.91,100000.0,Current,9.0,2.0,0
620896,25000,6.97,114000.0,Fully Paid,12.0,0.0,0
2239714,7000,9.44,25000.0,Current,6.0,0.0,0
252186,2200,14.47,59000.0,Current,20.0,0.0,0
339932,40000,7.96,180000.0,Current,12.0,0.0,0
1896390,19200,16.29,100000.0,Charged Off,9.0,,0
132177,40000,16.14,129863.0,Late (31-120 days),29.0,0.0,0
93677,6000,8.46,62000.0,Current,12.0,0.0,0
93968,8250,10.08,60000.0,Current,4.0,1.0,0
2078394,35000,14.47,155000.0,Fully Paid,13.0,,0
315369,10000,16.01,77000.0,Current,14.0,0.0,0
706539,9000,16.29,35000.0,Fully Paid,20.0,1.0,0
2135781,1600,19.16,42000.0,Fully Paid,4.0,,0
469256,7200,14.08,51000.0,Current,25.0,0.0,0
2071833,19950,15.61,50000.0,Charged Off,8.0,,0
710208,13000,14.46,87000.0,Charged Off,8.0,2.0,0
205172,8000,16.91,80000.0,Current,14.0,3.0,0
530459,15000,26.49,55000.0,Charged Off,13.0,0.0,0
1702151,12000,6.62,98000.0,Fully Paid,12.0,,0
831753,12000,13.99,90000.0,Current,13.0,0.0,0
2130478,9000,10.62,70000.0,Fully Paid,5.0,,0
57001,17000,10.33,65000.0,Current,8.0,0.0,0
2148442,40000,11.99,180000.0,Current,33.0,1.0,0
2040479,20000,15.61,107876.0,Fully Paid,13.0,,0
1144983,15000,5.32,47000.0,Fully Paid,8.0,,0
1078260,4000,18.55,43000.0,Fully Paid,14.0,,0
935502,6800,11.99,20000.0,Charged Off,2.0,0.0,0
1761034,8000,11.14,25000.0,Fully Paid,13.0,,0
728851,35000,19.99,106652.0,Charged Off,15.0,2.0,0
1400100,6000,13.49,20000.0,Current,5.0,0.0,0
1412844,6000,8.24,25000.0,Current,10.0,0.0,0
861358,8000,10.49,70000.0,Fully Paid,13.0,0.0,0
410671,12000,6.07,67000.0,Current,15.0,0.0,0
808195,13000,12.88,250000.0,Late (16-30 days),26.0,0.0,0
133422,15000,11.06,84000.0,Current,8.0,0.0,0
1938039,12000,10.99,80000.0,Charged Off,14.0,,0
1668689,21000,11.49,66000.0,Current,11.0,0.0,0
238635,11000,16.91,60000.0,Current,20.0,1.0,0
1565429,12000,9.93,63000.0,Current,7.0,0.0,0
567017,9725,15.59,27029.0,Fully Paid,13.0,0.0,0
1032834,14000,16.55,35000.0,Charged Off,9.0,,0
1712938,9600,12.99,70000.0,Fully Paid,12.0,,0
485031,3000,12.62,140000.0,Current,20.0,1.0,0
1049483,12000,9.99,75000.0,Fully Paid,7.0,,0
1460639,15000,14.08,50000.0,Current,10.0,1.0,0
1718426,24000,9.25,110000.0,Fully Paid,7.0,,0
1156031,3500,7.89,80000.0,Fully Paid,16.0,,0
2199574,36000,11.99,72000.0,Current,14.0,1.0,0
2190600,16000,14.08,62900.0,Current,10.0,0.0,0
520850,21000,14.49,125000.0,Current,13.0,2.0,0
405022,9600,7.34,107000.0,Current,10.0,2.0,0
2055632,20000,15.61,191500.0,Fully Paid,14.0,,0
257061,12000,7.46,35000.0,Fully Paid,8.0,0.0,0
907428,30000,11.49,107000.0,Current,11.0,0.0,0
2244076,5600,7.97,40578.0,Current,5.0,0.0,0
1766912,18950,15.8,53000.0,Fully Paid,8.0,,0
571530,25000,16.99,87000.0,Current,9.0,2.0,0
270776,35000,5.31,220000.0,Current,15.0,2.0,0
225778,3500,17.97,55000.0,Current,9.0,1.0,0
781824,20000,11.99,50000.0,Fully Paid,15.0,1.0,0
1549543,27400,16.02,156400.0,Current,17.0,2.0,0
1104047,27000,13.33,65000.0,Charged Off,7.0,,0
714626,28000,7.89,145808.0,Current,15.0,2.0,0
1809758,9200,16.29,58800.0,Charged Off,6.0,,0
1273881,15000,9.99,72000.0,Fully Paid,5.0,,0
500175,16000,25.69,51920.0,Late (31-120 days),18.0,1.0,0
310041,15000,6.83,180000.0,Current,8.0,0.0,0
1094734,12000,5.32,92000.0,Fully Paid,6.0,,0
1310237,9525,24.5,30000.0,Fully Paid,6.0,,0
63031,15000,20.89,62000.0,Current,11.0,0.0,0
1640949,16000,8.24,65225.0,Charged Off,14.0,0.0,0
2012135,28000,16.29,120000.0,Fully Paid,29.0,,0
867175,11000,8.24,92500.0,Current,17.0,0.0,0
1768547,12500,14.09,52000.0,Fully Paid,10.0,,0
2056155,13825,17.57,35000.0,Fully Paid,9.0,,0
1715539,25000,7.62,64000.0,Fully Paid,11.0,,0
733340,5275,20.75,53000.0,Charged Off,9.0,3.0,0
784967,1200,11.99,70000.0,Fully Paid,16.0,2.0,0
1043512,5000,13.99,55000.0,Fully Paid,4.0,,0
2089613,11000,12.85,50000.0,Fully Paid,20.0,,0
575946,30000,24.99,95000.0,Current,20.0,0.0,0
1304587,35000,13.33,650000.0,Fully Paid,21.0,,0
236171,17000,16.14,138000.0,Current,14.0,0.0,0
1969764,11325,20.2,96000.0,Charged Off,16.0,,0
359079,1500,11.98,50000.0,Current,11.0,0.0,0
624205,11800,15.31,44500.0,Fully Paid,4.0,0.0,0
1899470,5000,7.12,40000.0,Fully Paid,13.0,,0
827717,15000,8.24,70000.0,Current,8.0,0.0,0
2207649,36000,11.99,110000.0,Late (31-120 days),20.0,0.0,0
1665151,6000,14.99,56000.0,Charged Off,10.0,0.0,0
362500,3650,10.9,22000.0,Current,9.0,0.0,0
950131,18000,12.59,225000.0,Fully Paid,14.0,0.0,0
531493,20000,8.99,145000.0,Fully Paid,17.0,0.0,0
787032,15075,18.25,60000.0,Fully Paid,10.0,2.0,0
1518802,8400,10.42,50000.0,Current,10.0,0.0,0
476556,6000,14.08,60000.0,Current,6.0,1.0,0
645984,28000,9.75,200000.0,Current,9.0,1.0,0
1419750,6000,6.99,78000.0,Fully Paid,9.0,2.0,0
526451,10000,12.79,36500.0,Current,9.0,0.0,0
915955,20000,15.59,70000.0,Charged Off,19.0,0.0,0
494800,35000,7.97,240000.0,Current,11.0,0.0,0
1090660,11500,9.99,25000.0,Fully Paid,7.0,,0
1035753,10000,6.24,80000.0,Fully Paid,10.0,,0
1026629,20000,10.99,42000.0,Fully Paid,8.0,,0
1594753,24000,10.42,58000.0,Current,14.0,0.0,0
86806,8000,15.02,150000.0,Current,10.0,1.0,0
807411,12000,11.99,58000.0,Fully Paid,9.0,3.0,0
1132627,4800,11.53,38000.0,Charged Off,12.0,,0
1937508,24900,13.98,65000.0,Fully Paid,11.0,,0
1831167,10000,17.77,62500.0,Charged Off,16.0,,0
1818871,35000,23.83,110000.0,Charged Off,18.0,,0
1263901,15000,16.99,65000.0,Current,9.0,,0
1550833,5000,13.59,66000.0,Charged Off,10.0,2.0,0
186719,8000,11.06,105000.0,Current,16.0,1.0,0
